,experiment_num,selected_features,pnum
95,6,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",21.0
96,6,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",22.0
97,6,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",23.0
98,7,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",1.0
99,7,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",2.0
100,7,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",3.0
101,7,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",7.0
102,7,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",9.0
103,7,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",10.0
104,7,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",12.0
105,7,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",13.0
106,7,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",14.0
107,7,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",19.0
108,7,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",20.0
109,7,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",21.0
110,7,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",22.0
111,7,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",23.0
112,8,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",1.0
113,8,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",2.0
114,8,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",3.0
115,8,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",7.0
116,8,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",9.0
117,8,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",10.0
118,8,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",12.0
119,8,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",13.0
120,8,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",14.0
121,8,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",19.0
122,8,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",20.0
123,8,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",21.0
124,8,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",22.0
125,8,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",23.0
126,9,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",1.0
127,9,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",2.0
128,9,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",3.0
129,9,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",7.0
130,9,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",9.0
131,9,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",10.0
132,9,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",12.0
133,9,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",13.0
134,9,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",14.0
135,9,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",19.0
136,9,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",20.0
137,9,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",21.0
138,9,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",22.0
139,9,"['(IF)_before_work_general_health', '(IF)_before_work_stress', '(IF)_before_work_arousal', '(IF)_before_work_valence', '(IF)_demo_gender', '(IF)_demo_education', '(IF)_demo_age_category', '(IF)_demo_career_category', '(IF)_demo_engage_motivation_0', '(IF)_demo_engage_motivation_1']",23.0
